1532376488.24,47.9191579,-97.0646599,845
1532376488.4,47.9191579,-97.0646599,845
1532376488.61,47.9191579,-97.0646599,845
1532376488.72,47.9191578,-97.0646597,845
1532376488.88,47.9191577,-97.0646595,845
1532376489.1,47.9191576,-97.0646593,845
1532376489.41,47.9191574,-97.064659,845
1532376489.62,47.9191572,-97.0646587,845
1532376489.93,47.919157,-97.0646584,845
1532376490.14,47.9191567,-97.0646581,845
1532376490.35,47.9191565,-97.0646578,845
1532376490.66,47.9191563,-97.0646576,845
1532376490.87,47.9191563,-97.0646575,845
1532376491.18,47.9191564,-97.0646577,845
1532376491.35,47.9191566,-97.0646581,845.04
1532376491.56,47.9191569,-97.0646586,845.16
1532376491.86,47.9191572,-97.0646591,845.37
1532376492.07,47.9191576,-97.0646596,845.64
1532376492.38,47.9191579,-97.06466,845.98
1532376492.59,47.9191582,-97.0646605,846.36
1532376492.81,47.9191585,-97.0646609,846.78
1532376493.06,47.9191589,-97.0646614,847.23
1532376493.27,47.9191592,-97.0646617,847.7
1532376493.58,47.9191595,-97.0646621,848.19
1532376493.78,47.9191598,-97.0646625,848.69
1532376493.94,47.91916,-97.0646629,849.2
1532376494.25,47.9191602,-97.0646631,849.73
1532376494.46,47.9191605,-97.0646633,850.25
1532376494.77,47.9191607,-97.0646634,850.79
1532376494.93,47.9191609,-97.0646633,851.33
1532376495.13,47.919161,-97.0646631,851.88
1532376495.44,47.919161,-97.0646629,852.43
1532376495.6,47.919161,-97.0646626,852.97
1532376495.91,47.919161,-97.0646622,853.52
1532376496.11,47.9191608,-97.0646619,854.07
1532376496.32,47.9191607,-97.0646615,854.61
1532376496.58,47.9191605,-97.0646611,855.16
1532376496.79,47.9191603,-97.0646606,855.71
1532376497.1,47.9191601,-97.0646601,856.25
1532376497.25,47.9191599,-97.0646597,856.79
1532376497.46,47.9191597,-97.0646592,857.31
1532376497.77,47.9191594,-97.0646587,857.8
1532376497.98,47.9191591,-97.0646582,858.25
1532376498.23,47.9191588,-97.0646578,858.64
1532376498.44,47.9191585,-97.0646573,858.96
1532376498.65,47.9191581,-97.0646569,859.21
1532376498.96,47.9191579,-97.0646566,859.4
1532376499.16,47.9191577,-97.0646563,859.54
1532376499.47,47.9191574,-97.064656,859.64
1532376499.63,47.9191572,-97.0646558,859.71
1532376499.84,47.919157,-97.0646556,859.75
1532376500.15,47.9191568,-97.0646555,859.79
1532376500.35,47.9191563,-97.0646555,859.82
1532376500.66,47.9191555,-97.0646556,859.84
1532376500.87,47.9191542,-97.0646555,859.87
1532376501.08,47.9191525,-97.0646553,859.89
1532376501.38,47.9191503,-97.0646549,859.91
1532376501.59,47.9191478,-97.0646545,859.93
1532376501.9,47.9191451,-97.064654,859.94
1532376502.11,47.9191421,-97.0646537,859.95
1532376502.32,47.919139,-97.0646534,859.96
1532376502.63,47.9191359,-97.0646532,859.96
1532376502.78,47.9191326,-97.0646531,859.96
1532376503.09,47.9191293,-97.0646531,859.96
1532376503.3,47.9191261,-97.0646532,859.96
1532376503.51,47.919123,-97.0646533,859.95
1532376503.82,47.9191198,-97.0646534,859.95
1532376504.03,47.9191166,-97.0646537,859.94
1532376504.34,47.9191134,-97.0646539,859.94
1532376504.55,47.9191101,-97.0646542,859.94
1532376504.76,47.9191068,-97.0646546,859.93
1532376505.06,47.9191034,-97.064655,859.92
1532376505.22,47.9191,-97.0646555,859.92
1532376505.53,47.9190965,-97.064656,859.92
1532376505.74,47.9190929,-97.0646566,859.91
1532376505.95,47.9190893,-97.064657,859.91
1532376506.26,47.9190856,-97.0646574,859.9
1532376506.41,47.9190818,-97.0646577,859.9
1532376506.72,47.919078,-97.064658,859.89
1532376506.93,47.9190742,-97.0646583,859.89
1532376507.14,47.9190703,-97.0646586,859.88
1532376507.4,47.9190664,-97.0646588,859.87
1532376507.6,47.9190624,-97.0646591,859.87
1532376507.91,47.9190584,-97.0646594,859.86
1532376508.12,47.9190544,-97.0646596,859.86
1532376508.28,47.9190504,-97.0646598,859.85
1532376508.59,47.9190464,-97.0646599,859.85
1532376508.8,47.9190424,-97.06466,859.84
1532376509.1,47.9190384,-97.0646601,859.84
1532376509.31,47.9190343,-97.0646602,859.83
1532376509.47,47.9190303,-97.0646603,859.83
1532376509.78,47.9190262,-97.0646604,859.82
1532376509.99,47.9190221,-97.0646605,859.82
1532376510.29,47.919018,-97.0646607,859.81
1532376510.5,47.9190139,-97.0646608,859.81
1532376510.71,47.9190099,-97.0646609,859.8
1532376510.97,47.9190058,-97.064661,859.8
1532376511.17,47.9190017,-97.0646611,859.79
1532376511.48,47.9189976,-97.0646612,859.79
1532376511.69,47.9189935,-97.0646613,859.79
1532376511.9,47.9189895,-97.0646613,859.78
1532376512.21,47.9189854,-97.0646614,859.78
1532376512.41,47.9189813,-97.0646614,859.77
1532376512.72,47.9189772,-97.0646615,859.77
1532376512.93,47.9189731,-97.0646616,859.77
1532376513.14,47.918969,-97.0646617,859.76
1532376513.44,47.9189649,-97.0646617,859.76
1532376513.6,47.9189609,-97.0646618,859.75
1532376513.91,47.9189568,-97.0646619,859.75
1532376514.12,47.9189527,-97.0646619,859.74
1532376514.33,47.9189486,-97.064662,859.74
1532376514.63,47.9189445,-97.0646621,859.74
1532376514.84,47.9189403,-97.0646622,859.73
1532376515.1,47.9189362,-97.0646622,859.73
1532376515.31,47.9189321,-97.0646622,859.72
1532376515.52,47.9189279,-97.0646621,859.72
1532376515.83,47.9189238,-97.0646621,859.72
1532376515.98,47.9189197,-97.0646619,859.71
1532376516.29,47.9189155,-97.0646618,859.71
1532376516.5,47.9189114,-97.0646617,859.7
1532376516.71,47.9189073,-97.0646615,859.7
1532376517.02,47.9189034,-97.0646614,859.69
1532376517.18,47.9189,-97.064661,859.69
1532376517.48,47.9188972,-97.0646601,859.69
1532376517.69,47.9188951,-97.0646588,859.69
1532376517.9,47.9188937,-97.0646568,859.69
1532376518.21,47.9188929,-97.0646541,859.69
1532376518.42,47.9188924,-97.064651,859.68
1532376518.73,47.918892,-97.0646474,859.68
1532376518.94,47.9188917,-97.0646435,859.68
1532376519.09,47.9188914,-97.0646392,859.68
1532376519.4,47.9188912,-97.0646347,859.68
1532376519.61,47.9188908,-97.0646301,859.68
1532376519.92,47.9188905,-97.0646254,859.68
1532376520.13,47.9188902,-97.0646209,859.68
1532376520.29,47.91889,-97.0646165,859.68
1532376520.59,47.9188898,-97.0646122,859.68
1532376520.8,47.9188898,-97.064608,859.68
1532376521.11,47.91889,-97.0646038,859.68
1532376521.32,47.9188902,-97.0645995,859.68
1532376521.53,47.9188906,-97.0645951,859.68
1532376521.79,47.9188909,-97.0645905,859.68
1532376521.99,47.9188913,-97.0645858,859.68
1532376522.3,47.9188918,-97.0645809,859.69
1532376522.51,47.9188922,-97.0645758,859.69
1532376522.72,47.9188927,-97.0645706,859.69
1532376523.03,47.9188932,-97.0645653,859.69
1532376523.24,47.9188938,-97.06456,859.69
1532376523.49,47.9188943,-97.0645545,859.69
1532376523.7,47.9188948,-97.0645489,859.69
1532376523.91,47.9188954,-97.0645432,859.69
1532376524.22,47.918896,-97.0645374,859.69
1532376524.43,47.9188966,-97.0645316,859.69
1532376524.69,47.9188971,-97.0645256,859.69
1532376524.9,47.9188977,-97.0645196,859.69
1532376525.1,47.9188983,-97.0645136,859.69
1532376525.41,47.9188989,-97.0645075,859.69
1532376525.62,47.9188994,-97.0645013,859.69
1532376525.93,47.9188998,-97.0644951,859.69
1532376526.13,47.9189003,-97.0644888,859.7
1532376526.29,47.9189008,-97.0644825,859.7
1532376526.6,47.9189012,-97.0644762,859.7
1532376526.81,47.9189017,-97.0644699,859.7
1532376527.11,47.9189021,-97.0644636,859.7
1532376527.32,47.9189025,-97.0644573,859.7
1532376527.53,47.918903,-97.064451,859.7
1532376527.79,47.9189034,-97.0644447,859.7
1532376527.99,47.9189038,-97.0644384,859.7
1532376528.3,47.9189042,-97.0644322,859.7
1532376528.51,47.9189047,-97.0644259,859.7
1532376528.72,47.9189051,-97.0644197,859.7
1532376529.02,47.9189055,-97.0644135,859.71
1532376529.23,47.9189059,-97.0644072,859.71
1532376529.54,47.9189063,-97.064401,859.71
1532376529.7,47.9189067,-97.0643948,859.71
1532376529.91,47.9189071,-97.0643886,859.71
1532376530.22,47.9189074,-97.0643824,859.71
1532376530.43,47.9189077,-97.0643761,859.71
1532376530.73,47.9189081,-97.0643699,859.71
1532376530.89,47.9189084,-97.0643637,859.71
1532376531.1,47.9189087,-97.0643576,859.71
1532376531.41,47.9189091,-97.0643513,859.71
1532376531.61,47.9189095,-97.0643451,859.71
1532376531.92,47.9189098,-97.0643388,859.71
1532376532.08,47.9189102,-97.0643325,859.71
1532376532.29,47.9189105,-97.0643262,859.71
1532376532.6,47.9189108,-97.0643199,859.71
1532376532.81,47.9189112,-97.0643137,859.71
1532376533.12,47.9189115,-97.0643075,859.71
1532376533.33,47.9189118,-97.0643012,859.71
1532376533.49,47.9189121,-97.064295,859.71
1532376533.8,47.9189124,-97.0642889,859.71
1532376534,47.9189127,-97.0642831,859.7
1532376534.31,47.9189131,-97.0642779,859.7
1532376534.52,47.9189138,-97.0642737,859.7
1532376534.72,47.9189147,-97.0642707,859.7
1532376535.03,47.918916,-97.0642686,859.7
1532376535.24,47.9189176,-97.0642673,859.7
1532376535.55,47.9189195,-97.0642663,859.7
1532376535.71,47.9189217,-97.0642656,859.7
1532376535.92,47.9189242,-97.0642649,859.7
1532376536.22,47.918927,-97.0642643,859.7
1532376536.43,47.91893,-97.0642638,859.7
1532376536.69,47.9189331,-97.0642632,859.7
1532376536.9,47.9189364,-97.0642626,859.7
1532376537.11,47.9189398,-97.0642621,859.7
1532376537.42,47.9189431,-97.0642618,859.7
1532376537.58,47.9189463,-97.0642616,859.7
1532376537.89,47.9189494,-97.0642617,859.7
1532376538.1,47.9189524,-97.064262,859.7
1532376538.31,47.9189555,-97.0642624,859.7
1532376538.62,47.9189586,-97.064263,859.7
1532376538.83,47.9189617,-97.0642636,859.7
1532376539.09,47.918965,-97.0642642,859.7
1532376539.29,47.9189683,-97.0642649,859.69
1532376539.5,47.9189718,-97.0642656,859.69
1532376539.81,47.9189753,-97.0642663,859.69
1532376540.02,47.9189789,-97.0642671,859.69
1532376540.32,47.9189826,-97.0642679,859.69
1532376540.53,47.9189863,-97.0642688,859.69
1532376540.74,47.9189901,-97.0642696,859.7
1532376541,47.9189939,-97.0642705,859.7
1532376541.21,47.9189978,-97.0642715,859.7
1532376541.51,47.9190017,-97.0642724,859.7
1532376541.72,47.9190057,-97.0642732,859.7
1532376541.93,47.9190097,-97.064274,859.7
1532376542.24,47.9190138,-97.0642748,859.7
1532376542.39,47.9190179,-97.0642756,859.7
1532376542.7,47.9190221,-97.0642763,859.7
1532376542.91,47.9190263,-97.0642771,859.7
1532376543.12,47.9190305,-97.0642778,859.7
1532376543.42,47.9190348,-97.0642785,859.7
1532376543.58,47.919039,-97.0642792,859.7
1532376543.89,47.9190432,-97.0642799,859.7
1532376544.1,47.9190475,-97.0642806,859.7
1532376544.3,47.9190518,-97.0642812,859.7
1532376544.61,47.9190561,-97.0642818,859.7
1532376544.82,47.9190603,-97.0642825,859.7
1532376545.13,47.9190646,-97.0642831,859.7
1532376545.33,47.9190688,-97.0642837,859.7
1532376545.54,47.919073,-97.0642843,859.71
1532376545.8,47.9190772,-97.0642848,859.71
1532376546.01,47.9190814,-97.0642854,859.71
1532376546.32,47.9190856,-97.064286,859.71
1532376546.52,47.9190899,-97.0642865,859.71
1532376546.73,47.9190941,-97.064287,859.71
1532376547.04,47.9190984,-97.0642876,859.71
1532376547.2,47.9191027,-97.064288,859.71
1532376547.51,47.9191069,-97.0642885,859.71
1532376547.71,47.9191112,-97.064289,859.71
1532376547.92,47.9191154,-97.0642895,859.71
1532376548.23,47.9191196,-97.0642899,859.71
1532376548.39,47.9191239,-97.0642904,859.71
1532376548.7,47.9191281,-97.0642909,859.71
1532376548.91,47.9191324,-97.0642914,859.71
1532376549.11,47.9191366,-97.064292,859.71
1532376549.42,47.9191408,-97.0642925,859.71
1532376549.58,47.9191451,-97.0642931,859.71
1532376549.89,47.9191493,-97.0642936,859.71
1532376550.1,47.9191535,-97.0642941,859.71
1532376550.3,47.9191577,-97.0642946,859.71
1532376550.61,47.9191617,-97.0642951,859.71
1532376550.82,47.9191657,-97.0642957,859.71
1532376551.13,47.9191692,-97.0642964,859.71
1532376551.33,47.9191721,-97.0642974,859.71
1532376551.54,47.9191742,-97.0642988,859.71
1532376551.8,47.9191757,-97.0643007,859.71
1532376552.01,47.9191767,-97.064303,859.71
1532376552.32,47.9191773,-97.0643058,859.71
1532376552.52,47.9191779,-97.064309,859.71
1532376552.73,47.9191783,-97.0643128,859.72
1532376553.04,47.9191787,-97.064317,859.72
1532376553.2,47.9191791,-97.0643215,859.71
1532376553.51,47.9191795,-97.0643262,859.71
1532376553.71,47.91918,-97.0643311,859.71
1532376553.92,47.9191804,-97.0643361,859.71
1532376554.23,47.9191808,-97.0643411,859.71
1532376554.39,47.919181,-97.0643458,859.71
1532376554.7,47.919181,-97.0643504,859.72
1532376554.9,47.9191808,-97.0643548,859.71
1532376555.11,47.9191806,-97.0643592,859.71
1532376555.42,47.9191803,-97.0643637,859.71
1532376555.62,47.9191799,-97.0643683,859.71
1532376555.93,47.9191795,-97.0643729,859.71
1532376556.14,47.9191791,-97.0643777,859.71
1532376556.3,47.9191786,-97.0643827,859.71
1532376556.61,47.9191782,-97.0643877,859.71
1532376556.81,47.9191777,-97.0643929,859.71
1532376557.12,47.9191771,-97.0643981,859.71
1532376557.33,47.9191766,-97.0644034,859.71
1532376557.53,47.919176,-97.0644088,859.71
1532376557.79,47.9191755,-97.0644143,859.71
1532376558,47.9191749,-97.0644198,859.71
1532376558.31,47.9191744,-97.0644253,859.71
1532376558.52,47.9191738,-97.064431,859.71
1532376558.72,47.9191732,-97.0644367,859.71
1532376559.03,47.9191727,-97.0644425,859.71
1532376559.19,47.9191722,-97.0644484,859.71
1532376559.5,47.9191716,-97.0644543,859.71
1532376559.7,47.9191711,-97.0644603,859.71
